Municipio,Día,Hora,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Escolaridad
PELAYA,Lunes,10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SOACHA,Lunes,12,URBANA,CONJUNTO RESIDENCIAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
MAICAO,Lunes,23,RURAL,TROCHA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
MAICAO,Lunes,23,RURAL,TROCHA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
GARZÓN,Lunes,9,RURAL,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
PUERTO CONCORDIA,Lunes,19,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
IPIALES,Lunes,2,RURAL,DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
IPIALES,Lunes,2,RURAL,DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
LA TOLA,Lunes,8,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
ROBERTO PAYÁN,Lunes,8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
SAN ANDRES DE TUMACO,Lunes,9,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO BARCO,PASAJERO BARCO,35,FEMENINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
CIRCASIA,Lunes,21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
SAN ANDRÉS (CT),Lunes,15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CARMEN DE APICALÁ,Lunes,22,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,DELINCUENCIA,PRIMARIA
ESPINAL,Lunes,12,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MARIQUITA,Lunes,11,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,74,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
BUENAVENTURA,Lunes,2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BUGALAGRANDE,Lunes,17,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Lunes,20,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Lunes,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
TULUÁ,Lunes,21,URBANA,VEHICULO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,33,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
TULUÁ,Lunes,15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
ANORÍ,Martes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
MEDELLÍN (CT),Martes,22,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Martes,12,URBANA,PARADERO DE BUSES,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
PINILLOS,Martes,1,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,ANALFABETA
SUÁREZ,Martes,13,RURAL,SELVA,ARMA DE FUEGO,A PIE,A PIE,59,MASCULINO,SOLTERO,COLOMBIA,LIDER CIVICO,SECUNDARIA
VALLEDUPAR (CT),Martes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
VALLEDUPAR (CT),Martes,2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ACANDÍ,Martes,13,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CÉRTEGUI,Martes,18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
SAHAGÚN,Martes,14,URBANA,ESTADERO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
RIOHACHA (CT),Martes,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
NEIVA (CT),Martes,13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
NEIVA (CT),Martes,5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,74,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,PRIMARIA
SANTA MARTA (CT),Martes,15,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
EL CHARCO,Martes,3,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
PASTO (CT),Martes,12,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,4,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
ARMENIA (CT),Martes,6,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,52,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,TECNICO
BUENAVENTURA,Martes,13,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO
CALI (CT),Martes,8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA
PALMIRA,Martes,19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
YUMBO,Martes,20,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CUMARIBO,Martes,16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
ITAGUI,Miércoles,5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Miércoles,15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PUERTO TRIUNFO,Miércoles,14,RURAL,TALLERES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
SONSON,Miércoles,12,RURAL,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
TURBO,Miércoles,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BARRANQUILLA (CT),Miércoles,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
SOLEDAD,Miércoles,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,70,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,PRIMARIA
MANIZALES (CT),Miércoles,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SUPÍA,Miércoles,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,55,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,SECUNDARIA
PIENDAMÓ,Miércoles,6,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
AGUACHICA,Miércoles,6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Miércoles,16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,57,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MAICAO,Miércoles,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SANTA MARTA (CT),Miércoles,21,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SANTA MARTA (CT),Miércoles,21,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SANTA MARTA (CT),Miércoles,18,URBANA,INSTALACIONES DE LA POLICIA,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO POLICIAL,SECUNDARIA
LA MACARENA,Miércoles,18,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
SAN ANDRES DE TUMACO,Miércoles,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
PEREIRA (CT),Miércoles,22,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PEREIRA (CT),Miércoles,22,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
ALCALÁ,Miércoles,11,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
CALI (CT),Miércoles,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Miércoles,16,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,BICICLETA,22,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
APARTADÓ,Jueves,8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CAUCASIA,Jueves,8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
MEDELLÍN (CT),Jueves,2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO
YARUMAL,Jueves,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
YARUMAL,Jueves,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
OTANCHE,Jueves,17,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,SECUNDARIA
LA JAGUA DE IBIRICO,Jueves,19,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,66,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MOSQUERA,Jueves,17,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
EL RETORNO,Jueves,10,RURAL,VIAS PUBLICAS,GRANADA DE MANO,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
NEIVA (CT),Jueves,0,URBANA,VIAS PUBLICAS,GRANADA DE MANO,PASAJERO MOTOCICLETA,A PIE,43,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
PITALITO,Jueves,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
VILLAVICENCIO (CT),Jueves,12,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
EL CARMEN,Jueves,10,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
CIRCASIA,Jueves,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
PEREIRA (CT),Jueves,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PEREIRA (CT),Jueves,22,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
SINCELEJO (CT),Jueves,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO MOTOCICLETA,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
IBAGUÉ (CT),Jueves,15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA
MARIQUITA,Jueves,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Jueves,22,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,PRIMARIA
CALI (CT),Jueves,16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
FLORIDA,Jueves,0,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PALMIRA,Jueves,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
PALMIRA,Jueves,3,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
ULLOA,Jueves,13,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
MEDELLÍN (CT),Viernes,20,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO
MEDELLÍN (CT),Viernes,21,URBANA,PUENTE PEATONAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SAN PEDRO,Viernes,13,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BARRANQUILLA (CT),Viernes,0,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CARTAGENA (CT),Viernes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
MAHATES,Viernes,16,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SANTA ROSA DEL SUR,Viernes,16,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,21,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
SANTA ROSA DEL SUR,Viernes,16,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
PELAYA,Viernes,12,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
VALLEDUPAR (CT),Viernes,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
VALLEDUPAR (CT),Viernes,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CERETÉ,Viernes,14,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,VENEZUELA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Viernes,22,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
BOGOTÁ D.C. (CT),Viernes,3,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Viernes,4,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,SECUNDARIA
RIOHACHA (CT),Viernes,16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
NEIVA (CT),Viernes,19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
SAN ANDRES DE TUMACO,Viernes,15,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
CÚCUTA (CT),Viernes,4,URBANA,VIAS PUBLICAS,CONTUNDENTES,CONDUCTOR VEHICULO,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
TIBÚ,Viernes,12,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
ORITO,Viernes,15,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
VILLAGARZÓN,Viernes,15,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
VILLAGARZÓN,Viernes,15,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
VILLAGARZÓN,Viernes,16,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
VILLAGARZÓN,Viernes,16,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
PEREIRA (CT),Viernes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SANTIAGO DE TOLÚ,Viernes,22,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CALI (CT),Viernes,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Viernes,4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Viernes,0,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CANDELARIA,Viernes,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA
EL ÁGUILA,Viernes,16,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
DON MATÍAS,Sábado,5,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
MEDELLÍN (CT),Sábado,18,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
MEDELLÍN (CT),Sábado,7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
MEDELLÍN (CT),Sábado,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
